CISCO	VIDEO-CONF	VIDEO-CONF	VIDEO-CONF	VIDEO CONFERENCING
COMPILER	JAVA	DEV-TOOL	APPL-MGMT	APPL DEVELOPMENT TOOLS
LOTUS	APP-SERVER	APP-SERVER	WORKFLOW	APPLICATION SERVER SOFTWARE
ROLAND	PRINTER	PRINTER	PRINTER	PRINTER
IBM	I5/OS	I5/OS	I5/OS	OPERATING SYSTEM
COMPILER	PHP	DEV-TOOL	APPL-MGMT	APPL DEVELOPMENT TOOLS
DELL	SERVER	UNSPEC-SVR	SERVER	SERVER
OTHER	LINUX	UNIX	UNIX	OPERATING SYSTEM
JD-EDWARDS	ACCOUNTING	ACCOUNTING	ENTPRISE-APP	ACCOUNTING
TIMBERLINE	ACCOUNTING	ACCOUNTING	ENTPRISE-APP	ACCOUNTING
AVAYA	SWITCH	SWITCH	SWITCH	LAN SWITCH
BEA-SYSTEMS	PORTAL	PORTAL-MGMT	WORKFLOW	PORTAL MANAGEMENT
UNSPECIFIED	PHONE-SYS	PHONE-SYS	PHONE-SYS	PHONE SYSTEM
FRIEDMAN	ERP-UNSPEC	ERP-UNSPEC	ENTPRISE-APP	UNSPECIFIED ERP MODULE
UNSPECIFIED	DESKTOP	DESKTOP	PC	PERSONAL DESKTOP COMPUTER
SAMSUNG	PHONE-SYS	PHONE-SYS	PHONE-SYS	PHONE SYSTEM
MICROSOFT	NT-SERVER	NT-SERVER	NT-SERVER	LAN OPERATING SYSTEM
UNSPECIFIED	SAAS-STORAGE	SAAS-STORAGE	CLOUD-CMPTNG	STORAGE AS A SERVICE
