"CLASS","SUBCLASS","MANUF"
"PRG","IAAS","GODADDY"
"PRG","IAAS","Google"
"PRG","IAAS","Hosting.com"
"PRG","IAAS","HP"
"PRG","IAAS","IBM"
"PRG","IAAS","Informatica"
"PRG","IAAS","ISC"
"PRG","IAAS","Jitterbit"
"PRG","IAAS","Joyent"
"PRG","IAAS","Latisys"
"PRG","IAAS","Level3"
"PRG","IAAS","Linode"
"PRG","IAAS","LquidwreLbs"
"PRG","IAAS","MediaTemple"
"PRG","IAAS","Microsoft"
"PRG","IAAS","nasuni"
"PRG","IAAS","NaviSite"
"PRG","IAAS","Neustar"
"PRG","IAAS","OnApp"
"PRG","IAAS","OpenSource"
"PRG","IAAS","Oracle"
"PRG","IAAS","OVH"
"PRG","IAAS","Parallels"
"PRG","IAAS","Peak 10"
"PRG","IAAS","PingIdentit"
"PRG","IAAS","PivotalSoft"
"PRG","IAAS","PowerDNS"
"PRG","IAAS","Quantum"
"PRG","IAAS","RACKSPACE"
"PRG","IAAS","Red-Hat"
"PRG","IAAS","RightScale"
"PRG","IAAS","Savvis"
"PRG","IAAS","ServiceNow"
"PRG","IAAS","SoftLayer"
"PRG","IAAS","SUSE"
"PRG","IAAS","Telepacific"
"PRG","IAAS","Teradici"
"PRG","IAAS","Unidesk"
"PRG","IAAS","Virtustream"
"PRG","IAAS","VMware"
"PRG","IAAS","Windstream"
"PRG","IAAS","Zayo"
"PRG","IMERP","Accellos"
"PRG","IMERP","Manhattan"
"PRG","IMERP","Oracle"
"PRG","IMERP","SAP"
"PRG","IMERP","SmartOps"
"PRG","ISPRG","Epic Sys"
"PRG","ITOM","Apptio"
"PRG","ITOM","ASG"
"PRG","ITOM","Automic"
"PRG","ITOM","Axios"
"PRG","ITOM","BMC"
"PRG","ITOM","CA"
"PRG","ITOM","CherwelSoft"
"PRG","ITOM","Cisco"
"PRG","ITOM","Dassault"
"PRG","ITOM","Dell"
"PRG","ITOM","EasyVista"
"PRG","ITOM","EMC"
"PRG","ITOM","ExtraHopNet"
"PRG","ITOM","FileWave"
"PRG","ITOM","Gigamon"
"PRG","ITOM","Globalscape"
"PRG","ITOM","Hitachi"
"PRG","ITOM","Hornbill"
"PRG","ITOM","HP"
"PRG","ITOM","IBM"
"PRG","ITOM","Infor"
"PRG","ITOM","Inmagic"
"PRG","ITOM","Ixia"
"PRG","ITOM","JAMF"
"PRG","ITOM","Kalido"
"PRG","ITOM","Kaseya"
"PRG","ITOM","LabWare"
"PRG","ITOM","LANDeskSoft"
"PRG","ITOM","Matrix42"
"PRG","ITOM","Microsoft"
"PRG","ITOM","Nagios"
"PRG","ITOM","NetApp"
"PRG","ITOM","NetInstrmnt"
"PRG","ITOM","NetIQ"
"PRG","ITOM","NetScout"
"PRG","ITOM","NetSuite"
"PRG","ITOM","Nimsoft"
"PRG","ITOM","Opscode"
"PRG","ITOM","Oracle"
"PRG","ITOM","PTC"
"PRG","ITOM","Puppet Labs"
"PRG","ITOM","QuartzSched"
"PRG","ITOM","SaltStack"
"PRG","ITOM","Samanage"
"PRG","ITOM","SAP"
"PRG","ITOM","Siemens"
"PRG","ITOM","Symantec"
"PRG","ITOM","TeamQuest"
"PRG","ITOM","TOPdesk"
"PRG","ITOM","VisionSolns"
"PRG","ITOM","VMTurbo"
"PRG","ITOM","VMware"
"PRG","ITPRG","BMC"
"PRG","ITPRG","CA"
"PRG","ITPRG","Cynergy"
"PRG","ITPRG","EnhanceSoft"
"PRG","ITPRG","Freshdesk"
"PRG","ITPRG","FRONTRANGE"
"PRG","ITPRG","Help Scout"
"PRG","ITPRG","HP"
"PRG","ITPRG","Kayako"
"PRG","ITPRG","LiveAgent"
"PRG","ITPRG","NetSupport"
"PRG","ITPRG","Oracle"
"PRG","ITPRG","Salesforce"
"PRG","ITPRG","Spiceworks"
"PRG","ITPRG","Support Her"
"PRG","ITPRG","SysAid"
"PRG","ITPRG","UserVoice"
"PRG","ITPRG","Zendesk"
"PRG","LGPRG","AccessData"
"PRG","LGPRG","Aderant"
"PRG","LGPRG","Bloomberg"
"PRG","LGPRG","EMC"
"PRG","LGPRG","Exterro"
"PRG","LGPRG","HP"
"PRG","LGPRG","IBM"
"PRG","LGPRG","IntApp"
"PRG","LGPRG","kCura"
"PRG","LGPRG","Lawtrac"
"PRG","LGPRG","LexisNexis"
"PRG","LGPRG","Mitratech"
"PRG","LGPRG","Nuix"
"PRG","LGPRG","Open-Text"
"PRG","LGPRG","Recommind"
"PRG","LGPRG","Symantec"
"PRG","LGPRG","ThemisSolns"
"PRG","LGPRG","ThomsnRetrs"
"PRG","LGPRG","TyMetrix"
"PRG","LGPRG","Westlaw"
"PRG","MAPRG","ANSYS"
"PRG","MAPRG","Autodesk"
"PRG","MAPRG","Bentley"
"PRG","MAPRG","Dassault"
"PRG","MAPRG","EtaPRO"
"PRG","MAPRG","Geosoft"
"PRG","MAPRG","ICONICS"
"PRG","MAPRG","InfinityQS"
"PRG","MAPRG","Invensys"
"PRG","MAPRG","Maptek"
"PRG","MAPRG","MICROMINE"
"PRG","MAPRG","MSC"
"PRG","MAPRG","Oracle"
"PRG","MAPRG","PTC"
"PRG","MAPRG","RockwelAuto"
"PRG","MAPRG","Rocscience"
"PRG","MAPRG","SAP"
"PRG","MAPRG","Schlumbergr"
"PRG","MAPRG","Siemens"
"PRG","MAPRG","Thermoflow"
"PRG","MAPRG","Tibco"
"PRG","MDPRG","3M"
"PRG","MDPRG","Allscripts"
"PRG","MDPRG","Athenahlth"
"PRG","MDPRG","AVImark"
"PRG","MDPRG","Brightree"
"PRG","MDPRG","Caradigm"
"PRG","MDPRG","Cerner"
"PRG","MDPRG","CPSI"
"PRG","MDPRG","Eaglesoft"
"PRG","MDPRG","ECLINICALWK"
"PRG","MDPRG","Edifacs"
"PRG","MDPRG","Elekta"
"PRG","MDPRG","Epic Sys"
"PRG","MDPRG","FairWarning"
"PRG","MDPRG","gMed"
"PRG","MDPRG","Healthland"
"PRG","MDPRG","HeartWare"
"PRG","MDPRG","HmcareHmbse"
"PRG","MDPRG","Hologic"
"PRG","MDPRG","Imprivata"
"PRG","MDPRG","McKesson"
"PRG","MDPRG","Medhost"
"PRG","MDPRG","Medidata"
"PRG","MDPRG","MEDITECH"
"PRG","MDPRG","NextGen"
"PRG","MDPRG","nuancecomms"
"PRG","MDPRG","OfficeMate"
"PRG","MDPRG","Omnicell"
"PRG","MDPRG","Optum"
"PRG","MDPRG","OptumInsght"
"PRG","MDPRG","Philips"
"PRG","MDPRG","PractceFusn"
"PRG","MDPRG","Stryker"
"PRG","MDPRG","Sunquest"
"PRG","MDPRG","TeleTrackng"
"PRG","MDPRG","Terumo"
"PRG","MDPRG","Toshiba"
"PRG","MDPRG","Trizetto"
"PRG","MDPRG","Varian"
"PRG","MDPRG","Vocera"
"PRG","MDPRG","Winscribe"
"PRG","MEPRG","Adobe"
"PRG","MEPRG","Autodesk"
"PRG","MEPRG","Avid-Tech"
"PRG","MEPRG","BlkmgcDesgn"
"PRG","MEPRG","Cakewalk"
"PRG","MEPRG","Dalet"
"PRG","MEPRG","NewTek"
"PRG","MEPRG","Quantel"
"PRG","MEPRG","Sony"
"PRG","MEPRG","Vizrt"
"PRG","MPPRG","Acquisio"
"PRG","MPPRG","Act-On Soft"
"PRG","MPPRG","Acxiom"
"PRG","MPPRG","Adblade"
"PRG","MPPRG","Adestra"
"PRG","MPPRG","Adobe"
"PRG","MPPRG","AdRoll"
"PRG","MPPRG","Adzerk"
"PRG","MPPRG","AggrgtKnowl"
"PRG","MPPRG","Alterian"
"PRG","MPPRG","AppNexus"
"PRG","MPPRG","Aprimo"
"PRG","MPPRG","BrightRoll"
"PRG","MPPRG","Bus Wire"
"PRG","MPPRG","BuzzStream"
"PRG","MPPRG","Callidus"
"PRG","MPPRG","Centiv"
"PRG","MPPRG","Certona"
"PRG","MPPRG","Cision"
"PRG","MPPRG","ClickDmnsns"
"PRG","MPPRG","CmpaignMntr"
"PRG","MPPRG","Conversant"
"PRG","MPPRG","Criteo"
"PRG","MPPRG","Cvent"
"PRG","MPPRG","DataXu"
"PRG","MPPRG","Delivra"
"PRG","MPPRG","Demandbase"
"PRG","MPPRG","DigitalRivr"
"PRG","MPPRG","Dotomi"
"PRG","MPPRG","Eloqua"
"PRG","MPPRG","Epsilon"
"PRG","MPPRG","Esko"
"PRG","MPPRG","etouches"
"PRG","MPPRG","eTrigue"
"PRG","MPPRG","Eventbrite"
"PRG","MPPRG","EventPro"
"PRG","MPPRG","ExactTarget"
"PRG","MPPRG","GetResponse"
"PRG","MPPRG","GOOGLE"
"PRG","MPPRG","Google"
"PRG","MPPRG","Gorkana"
"PRG","MPPRG","HasOffers"
"PRG","MPPRG","HP"
"PRG","MPPRG","HubSpot"
"PRG","MPPRG","IBM"
"PRG","MPPRG","IgnitionOne"
"PRG","MPPRG","Infusoft"
"PRG","MPPRG","Intuit"
"PRG","MPPRG","Kenshoo"
"PRG","MPPRG","LeadFormix"
"PRG","MPPRG","LeadLander"
"PRG","MPPRG","LeadMaster"
"PRG","MPPRG","LinkShare"
"PRG","MPPRG","LinkTrust"
"PRG","MPPRG","Listrak"
"PRG","MPPRG","Liveramp"
"PRG","MPPRG","LoopFuse"
"PRG","MPPRG","Lotame"
"PRG","MPPRG","Lyris"
"PRG","MPPRG","Marchex"
"PRG","MPPRG","MarinSoft"
"PRG","MPPRG","Marketo"
"PRG","MPPRG","Marketwire"
"PRG","MPPRG","Maxymiser"
"PRG","MPPRG","mediaFORGE"
"PRG","MPPRG","MediaMath"
"PRG","MPPRG","Mercent"
"PRG","MPPRG","mindmatrix"
"PRG","MPPRG","Nanigans"
"PRG","MPPRG","OpenX"
"PRG","MPPRG","OpnAdStream"
"PRG","MPPRG","Optimizely"
"PRG","MPPRG","Oracle"
"PRG","MPPRG","Pardot"
"PRG","MPPRG","PR Newswire"
"PRG","MPPRG","proposalsft"
"PRG","MPPRG","PubMatic"
"PRG","MPPRG","PulsePoint"
"PRG","MPPRG","Qvidian"
"PRG","MPPRG","RegOnline"
"PRG","MPPRG","Responsys"
"PRG","MPPRG","ReTargeter"
"PRG","MPPRG","RocketFuel"
"PRG","MPPRG","Sailthru"
"PRG","MPPRG","SaleEngInt"
"PRG","MPPRG","Salesforce"
"PRG","MPPRG","SalesFUSION"
"PRG","MPPRG","SAS"
"PRG","MPPRG","SearchDex"
"PRG","MPPRG","Selligent"
"PRG","MPPRG","ShortStack"
"PRG","MPPRG","Shoutlet"
"PRG","MPPRG","SignUp4"
"PRG","MPPRG","Silverpop"
"PRG","MPPRG","SiteSpect"
"PRG","MPPRG","Sizmek"
"PRG","MPPRG","Technorati"
"PRG","MPPRG","Thismoment"
"PRG","MPPRG","Thunderhead"
"PRG","MPPRG","TubeMogul"
"PRG","MPPRG","vendasta"
"PRG","MPPRG","VertRespnse"
"PRG","MPPRG","VisiStat"
"PRG","MPPRG","VisualRevnu"
"PRG","MPPRG","Vocus"
"PRG","MPPRG","WhatCounts"
"PRG","MPPRG","Woobox"
"PRG","MPPRG","Xerox"
"PRG","MPPRG","Yesmail"
"PRG","MPPRG","Yesware"
"PRG","MPPRG","Yieldex"
"PRG","MPPRG","Yodle"
"PRG","MPPRG","YuMe"
"PRG","MPPRG","Zedo"
"PRG","NMPRG","AppNeta"
"PRG","NMPRG","Arbor"
"PRG","NMPRG","Barracuda"
"PRG","NMPRG","BMC"
"PRG","NMPRG","Brocade"
"PRG","NMPRG","CA"
"PRG","NMPRG","Cisco"
"PRG","NMPRG","CLEO"
"PRG","NMPRG","Corvil"
"PRG","NMPRG","CrushFTP"
"PRG","NMPRG","Dell"
"PRG","NMPRG","EMC"
"PRG","NMPRG","Enterasys"
"PRG","NMPRG","Entuity"
"PRG","NMPRG","F5-NETWORKS"
"PRG","NMPRG","FileZilla"
"PRG","NMPRG","Freebsd"
"PRG","NMPRG","Gene6"
"PRG","NMPRG","Globalscape"
"PRG","NMPRG","Gunicorn"
"PRG","NMPRG","HP"
"PRG","NMPRG","Infoblox"
"PRG","NMPRG","InterMapper"
"PRG","NMPRG","Ipswitch"
"PRG","NMPRG","Microsoft"
"PRG","NMPRG","Mirantis"
"PRG","NMPRG","NcFTP"
"PRG","NMPRG","NetApp"
"PRG","NMPRG","NetWin"
"PRG","NMPRG","OpenSource"
"PRG","NMPRG","OpenSSH"
"PRG","NMPRG","ProFTPD"
"PRG","NMPRG","Pure-FTPd"
"PRG","NMPRG","RhinoSoft"
"PRG","NMPRG","Riverbed"
"PRG","NMPRG","SAS"
"PRG","NMPRG","SevOne"
"PRG","NMPRG","Teradata"
"PRG","NMPRG","vsftpd"
"PRG","NMPRG","Xymon"
"PRG","NMPRG","Zenoss"
"PRG","NMPRG","zFTPServer"
"PRG","PAAS","ActiveState"
"PRG","PAAS","Amazon"
"PRG","PAAS","AppFog"
"PRG","PAAS","APPRENDA"
"PRG","PAAS","Caspio"
"PRG","PAAS","Cisco"
"PRG","PAAS","CloudBees"
"PRG","PAAS","Cordys"
"PRG","PAAS","Denodo"
"PRG","PAAS","EMC"
"PRG","PAAS","GigaSpaces"
"PRG","PAAS","Google"
"PRG","PAAS","Hitachi"
"PRG","PAAS","Microsoft"
"PRG","PAAS","NetApp"
"PRG","PAAS","PivotalSoft"
"PRG","PAAS","Red-Hat"
"PRG","PAAS","Salesforce"
"PRG","PAAS","Tibco"
"PRG","PAAS","VMware"
"PRG","PJPRG","37signals"
"PRG","PMERP","Apttus"
"PRG","PMERP","ModelN"
"PRG","PMERP","PROS"
"PRG","PMERP","relayware"
"PRG","PMERP","Siebel"
"PRG","PMERP","Sofon"
"PRG","PMERP","Tibco"
"PRG","PMPRG","AdventSoft"
"PRG","PMPRG","AtTask"
"PRG","PMPRG","Autodesk"
"PRG","PMPRG","BrightWork"
"PRG","PMPRG","CA"
"PRG","PMPRG","Celoxis"
"PRG","PMPRG","ChangePoint"
"PRG","PMPRG","Citrix"
"PRG","PMPRG","Clarizen"
"PRG","PMPRG","Daptiv"
"PRG","PMPRG","Deltek"
"PRG","PMPRG","EcoSys"
"PRG","PMPRG","FgCreekSoft"
"PRG","PMPRG","Fiserv"
"PRG","PMPRG","GenSight"
"PRG","PMPRG","GroveSite"
"PRG","PMPRG","HP"
"PRG","PMPRG","IBM"
"PRG","PMPRG","Innotas"
"PRG","PMPRG","LiquidPlnnr"
"PRG","PMPRG","Mavenlink"
"PRG","PMPRG","MICROSOFT"
"PRG","PMPRG","Microsoft"
"PRG","PMPRG","Morningstar"
"PRG","PMPRG","Newforma"
"PRG","PMPRG","ORACLE"
"PRG","PMPRG","Oracle"
"PRG","PMPRG","PEOPLESOFT"
"PRG","PMPRG","PivotalLabs"
"PRG","PMPRG","Planisware"
"PRG","PMPRG","Planview"
"PRG","PMPRG","ProjtInsght"
"PRG","PMPRG","RallySoft"
"PRG","PMPRG","SAP"
"PRG","PMPRG","Sciforma"
"PRG","PMPRG","Selectica"
"PRG","PMPRG","Software-ag"
"PRG","PMPRG","Tenrox"
"PRG","PMPRG","VersionOne"
"PRG","PMPRG","Workamajig"
"PRG","PMPRG","Wrike"
"PRG","PUERP","Coupa"
"PRG","PUERP","Ivalua"
"PRG","PUERP","Oracle"
"PRG","PUERP","Xchanging"
"PRG","REPRG","Accruent"
"PRG","REPRG","AppFolio"
"PRG","REPRG","ARCHIBUS"
"PRG","REPRG","Buildium"
"PRG","REPRG","Guestware"
"PRG","REPRG","IBM"
"PRG","REPRG","LeaseHarbor"
"PRG","REPRG","Lucernex"
"PRG","REPRG","MICROS"
"PRG","REPRG","Proprtyware"
"PRG","REPRG","RealPage"
"PRG","REPRG","RentManager"
"PRG","REPRG","SAS"
"PRG","REPRG","SbrHsptlity"
"PRG","REPRG","Yardi"
"PRG","RTPRG","CelerntTech"
"PRG","RTPRG","Flipp"
"PRG","RTPRG","Fujitsu"
"PRG","RTPRG","IBM"
"PRG","RTPRG","Island-Pac"
"PRG","RTPRG","MICROS"
"PRG","RTPRG","NCR"
"PRG","RTPRG","Oracle"
"PRG","RTPRG","Predictix"
"PRG","RTPRG","RetailPro"
"PRG","RTPRG","Revionics"
"PRG","RTPRG","SAP"
"PRG","RTPRG","Toshiba"
"PRG","SAAS","Akamai"
"PRG","SAPRG","Acquia"
"PRG","SAPRG","Adobe"
"PRG","SAPRG","AgilityCMS"
"PRG","SAPRG","AMAZON"
"PRG","SAPRG","Brainshark"
"PRG","SAPRG","Brightcove"
"PRG","SAPRG","BuddyPress"
"PRG","SAPRG","Catchpoint"
"PRG","SAPRG","CISCO"
"PRG","SAPRG","CloudFlare"
"PRG","SAPRG","Concrete5"
"PRG","SAPRG","CoreMedia"
"PRG","SAPRG","Crestron"
"PRG","SAPRG","CrownPeak"
"PRG","SAPRG","Dailymotion"
"PRG","SAPRG","DotNetNuke"
"PRG","SAPRG","EdgeCast"
"PRG","SAPRG","Ektron"
"PRG","SAPRG","EPiServer"
"PRG","SAPRG","Flowplayer"
"PRG","SAPRG","GOOGLE"
"PRG","SAPRG","Google"
"PRG","SAPRG","Hannon Hill"
"PRG","SAPRG","HP"
"PRG","SAPRG","IBM"
"PRG","SAPRG","iPerception"
"PRG","SAPRG","Joomla"
"PRG","SAPRG","Kaltura"
"PRG","SAPRG","Kampyle"
"PRG","SAPRG","Kontiki"
"PRG","SAPRG","LifeSize"
"PRG","SAPRG","LiveStream"
"PRG","SAPRG","MagnoliaCMS"
"PRG","SAPRG","Medallia"
"PRG","SAPRG","MediaSilo"
"PRG","SAPRG","MICROSOFT"
"PRG","SAPRG","Microsoft"
"PRG","SAPRG","NationBuldr"
"PRG","SAPRG","NETSUITE"
"PRG","SAPRG","NeuLion"
"PRG","SAPRG","ON24"
"PRG","SAPRG","Ooyala"
"PRG","SAPRG","OpenSource"
"PRG","SAPRG","Open-Text"
"PRG","SAPRG","ORACLE"
"PRG","SAPRG","Oracle"
"PRG","SAPRG","OTHER"
"PRG","SAPRG","Outbrain"
"PRG","SAPRG","Panopto"
"PRG","SAPRG","PaperThin"
"PRG","SAPRG","Parallels"
"PRG","SAPRG","Pingdom"
"PRG","SAPRG","PlineDeals"
"PRG","SAPRG","Qumu"
"PRG","SAPRG","RichRelevnc"
"PRG","SAPRG","Salesboom"
"PRG","SAPRG","SALESFORCE"
"PRG","SAPRG","Salesforce"
"PRG","SAPRG","SAP"
"PRG","SAPRG","SDL"
"PRG","SAPRG","Sitecore"
"PRG","SAPRG","SornsnMedia"
"PRG","SAPRG","Squarespace"
"PRG","SAPRG","Taboola"
"PRG","SAPRG","TechSmith"
"PRG","SAPRG","Telerik"
"PRG","SAPRG","TYPO3"
"PRG","SAPRG","UplandSoft"
"PRG","SAPRG","Ustream"
"PRG","SAPRG","Vbrick"
"PRG","SAPRG","vBulletin"
"PRG","SAPRG","Veeva Sys"
"PRG","SAPRG","Viddler"
"PRG","SAPRG","Vidyo"
"PRG","SAPRG","Weebly"
"PRG","SAPRG","Wistia"
"PRG","SAPRG","Wix.com"
"PRG","SAPRG","zoho"
"PRG","SCERP","Oracle"
"PRG","SCERP","OrderMotion"
"PRG","SCERP","SAP"
"PRG","SCPRG","AspenTech"
"PRG","SCPRG","Astea"
"PRG","SCPRG","BravoSoln"
"PRG","SCPRG","E2open"
"PRG","SCPRG","GTNexus"
"PRG","SCPRG","Iasta"
"PRG","SCPRG","IBM"
"PRG","SCPRG","Infor"
"PRG","SCPRG","JDA-SFTWR"
"PRG","SCPRG","Kewill"
"PRG","SCPRG","LAWSON"
"PRG","SCPRG","LLamasoft"
"PRG","SCPRG","Logility"
"PRG","SCPRG","Noosh"
"PRG","SCPRG","Oracle"
"PRG","SCPRG","RedPrairie"
"PRG","SCPRG","SAP"
"PRG","SCPRG","SciQuest"
"PRG","SCPRG","Servigistcs"
"PRG","SCPRG","Softeon"
"PRG","SCPRG","Tecsys"
"PRG","SCPRG","Zycus"
"PRG","SIPRG","Adobe"
"PRG","SIPRG","AgilOne"
"PRG","SIPRG","AlienVault"
"PRG","SIPRG","Amazon"
"PRG","SIPRG","BMC"
"PRG","SIPRG","ChannlAdvsr"
"PRG","SIPRG","Chartbeat"
"PRG","SIPRG","Clarabridge"
"PRG","SIPRG","Clickdensty"
"PRG","SIPRG","Clicky"
"PRG","SIPRG","comScore"
"PRG","SIPRG","Curalate"
"PRG","SIPRG","Datawatch"
"PRG","SIPRG","EMC"
"PRG","SIPRG","Hitslink"
"PRG","SIPRG","HP"
"PRG","SIPRG","IBM"
"PRG","SIPRG","KISSmetrics"
"PRG","SIPRG","Localytics"
"PRG","SIPRG","Loggly"
"PRG","SIPRG","LogRhythm"
"PRG","SIPRG","McAfee"
"PRG","SIPRG","Micrium"
"PRG","SIPRG","Microsoft"
"PRG","SIPRG","Mixpanel"
"PRG","SIPRG","NetIQ"
"PRG","SIPRG","Oracle"
"PRG","SIPRG","Palantir"
"PRG","SIPRG","PerTrac"
"PRG","SIPRG","Plixer"
"PRG","SIPRG","Q1Labs"
"PRG","SIPRG","Quantcast"
"PRG","SIPRG","SAS"
"PRG","SIPRG","Splunk"
"PRG","SIPRG","StatCounter"
"PRG","SIPRG","StatSoft"
"PRG","SIPRG","SumoLogic"
"PRG","SIPRG","SunGard"
"PRG","SIPRG","Sybase"
"PRG","SIPRG","Tibco"
"PRG","SIPRG","Tripwire"
"PRG","SIPRG","Trustwave"
"PRG","SIPRG","Webtrends"
"PRG","SIPRG","Woopra"
"PRG","SIPRG","Zabbix"
"PRG","SOPRG","Bazaarvoice"
"PRG","SOPRG","ConverSoc"
"PRG","SOPRG","FACEBOOK"
"PRG","SOPRG","Google"
"PRG","SOPRG","HearsaySoc"
"PRG","SOPRG","Hootsuite"
"PRG","SOPRG","IBM"
"PRG","SOPRG","Lithium"
"PRG","SOPRG","Livefyre"
"PRG","SOPRG","LivePerson"
"PRG","SOPRG","Meltwater"
"PRG","SOPRG","Microsoft"
"PRG","SOPRG","Oracle"
"PRG","SOPRG","PowrReviews"
"PRG","SOPRG","Salesforce"
"PRG","SOPRG","Spredfast"
"PRG","SOPRG","Sprinklr"
"PRG","SOPRG","Sysomos"
"PRG","SOPRG","Telligent"
"PRG","SOPRG","tracx"
"PRG","SOPRG","TrumbaCorp"
"PRG","SRERP","LAWSON"
"PRG","SRERP","Oracle"
"PRG","SRERP","SAP"
"PRG","STPRG","Accellion"
"PRG","STPRG","Acronis"
"PRG","STPRG","Actiance"
"PRG","STPRG","Actifio"
"PRG","STPRG","Amazon"
"PRG","STPRG","Asigra"
"PRG","STPRG","Carbonite"
"PRG","STPRG","CISCO"
"PRG","STPRG","COMMVAULT"
"PRG","STPRG","CommVault"
"PRG","STPRG","CrashPlan"
"PRG","STPRG","Dell"
"PRG","STPRG","EMC"
"PRG","STPRG","EVault"
"PRG","STPRG","F5-NETWORKS"
"PRG","STPRG","Faronics"
"PRG","STPRG","GlobalRelay"
"PRG","STPRG","HP"
"PRG","STPRG","IBM"
"PRG","STPRG","Intronis"
"PRG","STPRG","Iron-mount"
"PRG","STPRG","Microsoft"
"PRG","STPRG","NetApp"
"PRG","STPRG","Oracle"
"PRG","STPRG","Quest-sftwr"
"PRG","STPRG","Smarsh"
"PRG","STPRG","SmartSync"
"PRG","STPRG","Spect-Logic"
"PRG","STPRG","StrgCraft"
"PRG","STPRG","SugarSync"
"PRG","STPRG","SYMANTEC"
"PRG","STPRG","Symantec"
"PRG","STPRG","SYNCSORT"
"PRG","STPRG","Veeam"
"PRG","SVPRG","Symantec"
"PRG","TDPRG","HP"
"PRG","VDESK","Autotask"
"PRG","VDESK","Bomgar"
"PRG","VDESK","CITRIX"
"PRG","VDESK","Citrix"
"PRG","VDESK","HP"
"PRG","VDESK","RealVNC"
"PRG","VDESK","Symantec"
"PRG","VDESK","TeamViewer"
"PRG","VDESK","VMWARE"
"PRG","VSERV","Adobe"
"PRG","VSERV","Apache-Soft"
"PRG","VSERV","BMC"
"PRG","VSERV","Borland"
"PRG","VSERV","Citrix"
"PRG","VSERV","HP"
"PRG","VSERV","IBM"
"PRG","VSERV","MICROSOFT"
"PRG","VSERV","Microsoft"
"PRG","VSERV","NetApp"
"PRG","VSERV","NetSuite"
"PRG","VSERV","Nintex"
"PRG","VSERV","Oracle"
"PRG","VSERV","Red-Hat"
"PRG","VSERV","Solarwinds"
"PRG","VSERV","Stonebranch"
"PRG","VSERV","SunGard"
"PRG","VSERV","VMware"
"PRG","VSTOR","NetApp"
"PRG","WCPRG","Microsoft"
"PRG","WCPRG","WordPress"
"Pro","Devel","Fidessa"
"PRT","COPPR","BROTHER"
"PRT","COPPR","CANON"
"PRT","COPPR","HP"
"PRT","COPPR","KONICA"
"PRT","COPPR","MINOLTA"
"PRT","COPPR","SHARP"
"PRT","COPPR","XEROX"
"PRT","HVPPR","DECISION"
"PRT","HVPPR","HP"
"PRT","HVPPR","IBM"
"PRT","HVPPR","OTHER"
"PRT","HVPPR","XEROX"
"PRT","PRTOT","BROTHER"
"PRT","PRTOT","CANON"
"PRT","PRTOT","Canon"
"PRT","PRTOT","DELL"
"PRT","PRTOT","EFI"
"PRT","PRTOT","EPSON"
"PRT","PRTOT","HP"
"PRT","PRTOT","KODAK"
"PRT","PRTOT","KONICA"
"PRT","PRTOT","Konica"
"PRT","PRTOT","KYOCERA"
"PRT","PRTOT","LANIER"
"PRT","PRTOT","LEXMARK"
"PRT","PRTOT","OKI"
"PRT","PRTOT","RICOH"
"PRT","PRTOT","Ricoh"
"PRT","PRTOT","SAMSUNG"
"PRT","PRTOT","SHARP"
"PRT","PRTOT","Stratasys"
"PRT","PRTOT","XEROX"
"PRT","PRTOT","Xerox"
"PRT","PRTOT","ZEBRA"
"PRT","PRTPR","VUTEK"
"RTR","LANRT","A10Networks"
"RTR","LANRT","ADTRAN"
"RTR","LANRT","ALCATEL"
"RTR","LANRT","Apcon"
"RTR","LANRT","AristaNet"
"RTR","LANRT","ASUS"
"RTR","LANRT","AVM"
"RTR","LANRT","Axis"
"RTR","LANRT","Barracuda"
"RTR","LANRT","BELKIN"
"RTR","LANRT","BINTEC"
"RTR","LANRT","BlueCatNet"
"RTR","LANRT","BLUE-COAT"
"RTR","LANRT","Brocade"
"RTR","LANRT","CHECKPOINT"
"RTR","LANRT","CISCO"
"RTR","LANRT","Cisco"
"RTR","LANRT","COMPAL"
"RTR","LANRT","Comtrend"
"RTR","LANRT","Dell"
"RTR","LANRT","D-LINK"
"RTR","LANRT","Efficient N"
"RTR","LANRT","EMC"
"RTR","LANRT","ENTERASYS"
"RTR","LANRT","EXTREME"
"RTR","LANRT","F5-NETWORKS"
"RTR","LANRT","Fortinet"
"RTR","LANRT","HP"
"RTR","LANRT","HUAWEI"
"RTR","LANRT","IBM"
"RTR","LANRT","JUNIPER"
"RTR","LANRT","Juniper"
"RTR","LANRT","KempTech"
"RTR","LANRT","LINKSYS"
"RTR","LANRT","LUCENT"
"RTR","LANRT","McAfee"
"RTR","LANRT","Mellanox"
"RTR","LANRT","Meraki"
"RTR","LANRT","MikroTik"
"RTR","LANRT","NET"
"RTR","LANRT","NETGATE-NET"
"RTR","LANRT","NETGEAR"
"RTR","LANRT","NETOPIA"
"RTR","LANRT","Nortel"
"RTR","LANRT","Oracle"
"RTR","LANRT","QLogic"
"RTR","LANRT","Radware"
"RTR","LANRT","RckusWirlss"
"RTR","LANRT","Riverbed"
"RTR","LANRT","SAGEM"
"RTR","LANRT","SilverPeak"
"RTR","LANRT","Slingbox"
"RTR","LANRT","SMC"
"RTR","LANRT","SOPHOS"
"RTR","LANRT","SPIDER"
"RTR","LANRT","UbiquitiNet"
"RTR","LANRT","Xirrus"
"RTR","LANRT","ZYXEL"
"SMT","HAND","Adobe"
"SMT","HAND","Apple"
"SMT","HAND","DeviceAtlas"
