"CLASS","SUBCLASS","MANUF"
"PRG","BSPRG","BackOffice"
"PRG","BSPRG","Cyrious"
"PRG","BSPRG","Deltek"
"PRG","BSPRG","Kubra"
"PRG","BSPRG","Microsoft"
"PRG","BSPRG","Oracle"
"PRG","BSPRG","SAP"
"PRG","BSPRG","SAS"
"PRG","CCPRG","Aspect"
"PRG","CCPRG","Avaya"
"PRG","CCPRG","Cisco"
"PRG","CCPRG","Five9"
"PRG","CCPRG","Ifbyphone"
"PRG","CCPRG","inContact"
"PRG","CCPRG","InsideSales"
"PRG","CCPRG","IntracIntel"
"PRG","CCPRG","LiveOps"
"PRG","CCPRG","LiveVox"
"PRG","CCPRG","MongseMtrcs"
"PRG","CCPRG","Oracle"
"PRG","CCPRG","rtelax"
"PRG","CCPRG","Salesforce"
"PRG","CCPRG","Telmetrics"
"PRG","CMPRG","AccuRev"
"PRG","CMPRG","Apache-Soft"
"PRG","CMPRG","Atlassian"
"PRG","CMPRG","BORLAND"
"PRG","CMPRG","CFEngine"
"PRG","CMPRG","FogCreekSft"
"PRG","CMPRG","IBM"
"PRG","CMPRG","ISPW"
"PRG","CMPRG","Microsoft"
"PRG","CMPRG","MozillaFndn"
"PRG","CMPRG","SAP"
"PRG","CMPRG","Serena"
"PRG","CNPRG","Aconex"
"PRG","CNPRG","AGTEK"
"PRG","CNPRG","BuildrTREND"
"PRG","CNPRG","Cadsoft"
"PRG","CNPRG","CMiC"
"PRG","CNPRG","CompEase"
"PRG","CNPRG","ConEst Soft"
"PRG","CNPRG","Dataforma"
"PRG","CNPRG","Hard Dollar"
"PRG","CNPRG","HCSS"
"PRG","CNPRG","JonasConstr"
"PRG","CNPRG","Microsoft"
"PRG","CNPRG","Oracle"
"PRG","CNPRG","Procore"
"PRG","CNPRG","Sage"
"PRG","CNPRG","Textura"
"PRG","CNPRG","VPConstSoft"
"PRG","CNPRG","Yardi"
"PRG","COMPR","3DCart"
"PRG","COMPR","AbleCommrce"
"PRG","COMPR","Amazon"
"PRG","COMPR","American Ex"
"PRG","COMPR","APPLE"
"PRG","COMPR","AspStorFrnt"
"PRG","COMPR","Authorize.n"
"PRG","COMPR","Avalara"
"PRG","COMPR","Chase"
"PRG","COMPR","Deltek"
"PRG","COMPR","Demandware"
"PRG","COMPR","DigitalRivr"
"PRG","COMPR","DiscoverOrg"
"PRG","COMPR","Genbook"
"PRG","COMPR","Google"
"PRG","COMPR","hybris"
"PRG","COMPR","IBM"
"PRG","COMPR","Intershop"
"PRG","COMPR","Leads360"
"PRG","COMPR","Magento"
"PRG","COMPR","MarketLive"
"PRG","COMPR","Mastercard"
"PRG","COMPR","Miva"
"PRG","COMPR","Mobify"
"PRG","COMPR","Monetate"
"PRG","COMPR","MyBuys"
"PRG","COMPR","OpenCart"
"PRG","COMPR","OpenSource"
"PRG","COMPR","Oracle"
"PRG","COMPR","OsCommerce"
"PRG","COMPR","PayPal"
"PRG","COMPR","PinacleCart"
"PRG","COMPR","PrestaShop"
"PRG","COMPR","RainKing"
"PRG","COMPR","Recurly"
"PRG","COMPR","SAP"
"PRG","COMPR","Schedlicity"
"PRG","COMPR","Shopify"
"PRG","COMPR","Stripe"
"PRG","COMPR","Ubercart"
"PRG","COMPR","Vantiv"
"PRG","COMPR","VirtueMart"
"PRG","COMPR","VISA"
"PRG","COMPR","Volusion"
"PRG","COMPR","WePay"
"PRG","COMPR","WooCommerce"
"PRG","COMPR","WorldPay"
"PRG","COMPR","X-Cart"
"PRG","COMPR","Zen Cart"
"PRG","COPRG","Adobe"
"PRG","COPRG","Apigee"
"PRG","COPRG","Atlassian"
"PRG","COPRG","Avaya"
"PRG","COPRG","Axway"
"PRG","COPRG","Cisco"
"PRG","COPRG","Citrix"
"PRG","COPRG","CollabNet"
"PRG","COPRG","Colligo"
"PRG","COPRG","Data Masons"
"PRG","COPRG","EDIFACT"
"PRG","COPRG","GitHub"
"PRG","COPRG","GridGain"
"PRG","COPRG","GXS"
"PRG","COPRG","HP"
"PRG","COPRG","IBM"
"PRG","COPRG","Igloo Soft"
"PRG","COPRG","Intel"
"PRG","COPRG","Layer7"
"PRG","COPRG","LiaisonTech"
"PRG","COPRG","LogMeIn"
"PRG","COPRG","Microsoft"
"PRG","COPRG","Moxie Soft"
"PRG","COPRG","Mulesoft"
"PRG","COPRG","Oracle"
"PRG","COPRG","QAD"
"PRG","COPRG","RsrchMotion"
"PRG","COPRG","Salesforce"
"PRG","COPRG","SAS"
"PRG","COPRG","Skype"
"PRG","COPRG","Smartsheet"
"PRG","COPRG","SoundCloud"
"PRG","COPRG","StarCite"
"PRG","COPRG","Tibco"
"PRG","COPRG","Verizon"
"PRG","COPRG","Wiredrive"
"PRG","COPRG","Zend"
"PRG","CRERP","ACCPAC"
"PRG","CRERP","DELTEK"
"PRG","CRERP","EPICOR"
"PRG","CRERP","GOLDMINE"
"PRG","CRERP","IBM"
"PRG","CRERP","IFS"
"PRG","CRERP","INFOR"
"PRG","CRERP","INTUITIVE"
"PRG","CRERP","MICROSOFT"
"PRG","CRERP","NETSUITE"
"PRG","CRERP","ONYX"
"PRG","CRERP","ORACLE"
"PRG","CRERP","OTHER"
"PRG","CRERP","PEOPLESOFT"
"PRG","CRERP","REMEDY"
"PRG","CRERP","SAGE"
"PRG","CRERP","SALESFORCE"
"PRG","CRERP","SAP"
"PRG","CRERP","SIEBEL"
"PRG","CRPRG","AMDOCS"
"PRG","CRPRG","Aptean"
"PRG","CRPRG","Avidian"
"PRG","CRPRG","CINCOM"
"PRG","CRPRG","ClearSlide"
"PRG","CRPRG","Convergys"
"PRG","CRPRG","Cosential"
"PRG","CRPRG","DATA-SYS"
"PRG","CRPRG","Deltek"
"PRG","CRPRG","FRONTRANGE"
"PRG","CRPRG","Gainsight"
"PRG","CRPRG","Gigya"
"PRG","CRPRG","Hoopla"
"PRG","CRPRG","HYPERION"
"PRG","CRPRG","IBM"
"PRG","CRPRG","Infor"
"PRG","CRPRG","InsideView"
"PRG","CRPRG","KANA"
"PRG","CRPRG","MaximzrSoft"
"PRG","CRPRG","MICROSOFT"
"PRG","CRPRG","NETSUITE"
"PRG","CRPRG","Nimble"
"PRG","CRPRG","Oncontact"
"PRG","CRPRG","Oracle"
"PRG","CRPRG","PegaSys"
"PRG","CRPRG","Pipedrive"
"PRG","CRPRG","PIVOTAL"
"PRG","CRPRG","Sage"
"PRG","CRPRG","SALESLOGIX"
"PRG","CRPRG","SAP"
"PRG","CRPRG","Satmetrix"
"PRG","CRPRG","SOFFRONT"
"PRG","CRPRG","SUGAR-CRM"
"PRG","CRPRG","Sugar-CRM"
"PRG","CRPRG","SUPEROFFICE"
"PRG","CRPRG","Swiftpage"
"PRG","CRPRG","Talisma"
"PRG","CRPRG","TargetX"
"PRG","CRPRG","Vtiger"
"PRG","CRPRG","ZOHO"
"PRG","DBPRG","1010Data"
"PRG","DBPRG","Actian"
"PRG","DBPRG","Aerospike"
"PRG","DBPRG","Amazon"
"PRG","DBPRG","Apache-Soft"
"PRG","DBPRG","Apple"
"PRG","DBPRG","Atlassian"
"PRG","DBPRG","Autodesk"
"PRG","DBPRG","Basho"
"PRG","DBPRG","BrightTag"
"PRG","DBPRG","Cloudant"
"PRG","DBPRG","Cloudera"
"PRG","DBPRG","Clustrix"
"PRG","DBPRG","Couchbase"
"PRG","DBPRG","Datameer"
"PRG","DBPRG","DataStax"
"PRG","DBPRG","Ensighten"
"PRG","DBPRG","ENTDB"
"PRG","DBPRG","FileMaker"
"PRG","DBPRG","Google"
"PRG","DBPRG","Hortonworks"
"PRG","DBPRG","HP"
"PRG","DBPRG","IBM"
"PRG","DBPRG","Informatica"
"PRG","DBPRG","InterSystem"
"PRG","DBPRG","Kognitio"
"PRG","DBPRG","MapR"
"PRG","DBPRG","MariaDB"
"PRG","DBPRG","MarkLogic"
"PRG","DBPRG","MICROSOFT"
"PRG","DBPRG","MongoDB"
"PRG","DBPRG","Neo4j"
"PRG","DBPRG","Objectivity"
"PRG","DBPRG","ORACLE"
"PRG","DBPRG","Oracle"
"PRG","DBPRG","OrientTechs"
"PRG","DBPRG","OTHER"
"PRG","DBPRG","ParAccel"
"PRG","DBPRG","Percona"
"PRG","DBPRG","PivotalSoft"
"PRG","DBPRG","POSTGRESQL"
"PRG","DBPRG","PostgreSQL"
"PRG","DBPRG","PROGRESS"
"PRG","DBPRG","Quest-sftwr"
"PRG","DBPRG","Red-Hat"
"PRG","DBPRG","ReliaSoft"
"PRG","DBPRG","Riversand"
"PRG","DBPRG","SAP"
"PRG","DBPRG","SAS"
"PRG","DBPRG","Siebel"
"PRG","DBPRG","SOFTWARE-AG"
"PRG","DBPRG","Software-ag"
"PRG","DBPRG","Stibo Sys"
"PRG","DBPRG","SYBASE"
"PRG","DBPRG","Sybase"
"PRG","DBPRG","TagMan"
"PRG","DBPRG","Talend"
"PRG","DBPRG","Tealium"
"PRG","DBPRG","Teradata"
"PRG","DBPRG","Tibco"
"PRG","DBPRG","Vertica"
"PRG","DBPRG","VoltDB"
"PRG","DKERP","Acumatica"
"PRG","DKERP","AdptvInsght"
"PRG","DKERP","Anaplan"
"PRG","DKERP","Appian Corp"
"PRG","DKERP","Aptean"
"PRG","DKERP","ASG"
"PRG","DKERP","Aurea"
"PRG","DKERP","BWise"
"PRG","DKERP","CDCSOFTWARE"
"PRG","DKERP","Cincom"
"PRG","DKERP","Deltek"
"PRG","DKERP","EMC"
"PRG","DKERP","Epicor"
"PRG","DKERP","Exact"
"PRG","DKERP","Friedman"
"PRG","DKERP","Fujitsu"
"PRG","DKERP","Global Shop"
"PRG","DKERP","HostAnlytcs"
"PRG","DKERP","IBM"
"PRG","DKERP","IFS"
"PRG","DKERP","Infor"
"PRG","DKERP","KCI"
"PRG","DKERP","Kofax"
"PRG","DKERP","Kyriba"
"PRG","DKERP","Lawson"
"PRG","DKERP","Longview"
"PRG","DKERP","McAfee"
"PRG","DKERP","Microsoft"
"PRG","DKERP","NAVEXGlobal"
"PRG","DKERP","NetSuite"
"PRG","DKERP","Openbravo"
"PRG","DKERP","Open-Text"
"PRG","DKERP","Oracle"
"PRG","DKERP","PegaSys"
"PRG","DKERP","Prophix"
"PRG","DKERP","QAD"
"PRG","DKERP","Qualiware"
"PRG","DKERP","Reval"
"PRG","DKERP","Sage"
"PRG","DKERP","SAI Global"
"PRG","DKERP","SAP"
"PRG","DKERP","Software-ag"
"PRG","DKERP","Solver"
"PRG","DKERP","SYSPRO"
"PRG","DKERP","ThomsnRetrs"
"PRG","DKERP","Tibco"
"PRG","DKERP","Tidemark"
"PRG","DKERP","Troux"
"PRG","DKERP","UNIT4"
"PRG","DKERP","Visibility"
"PRG","DMPRG","Adobe"
"PRG","DMPRG","Alfresco"
"PRG","DMPRG","Amazon"
"PRG","DMPRG","ASG"
"PRG","DMPRG","Atex"
"PRG","DMPRG","AvePoint"
"PRG","DMPRG","Box.net"
"PRG","DMPRG","Cabinet"
"PRG","DMPRG","Canto Inc"
"PRG","DMPRG","Compulink"
"PRG","DMPRG","docSTAR"
"PRG","DMPRG","DocuWare"
"PRG","DMPRG","Dropbox"
"PRG","DMPRG","DST-INTL"
"PRG","DMPRG","EllisLab"
"PRG","DMPRG","EMC"
"PRG","DMPRG","Epicor"
"PRG","DMPRG","Esker"
"PRG","DMPRG","Google"
"PRG","DMPRG","HP"
"PRG","DMPRG","Hyland Soft"
"PRG","DMPRG","IBM"
"PRG","DMPRG","IntraLinks"
"PRG","DMPRG","Kapost"
"PRG","DMPRG","KnowldgLake"
"PRG","DMPRG","Kofax"
"PRG","DMPRG","LexisNexis"
"PRG","DMPRG","limelight"
"PRG","DMPRG","Metalogix"
"PRG","DMPRG","M-Files"
"PRG","DMPRG","Microsoft"
"PRG","DMPRG","NetDocs"
"PRG","DMPRG","Open-Text"
"PRG","DMPRG","Oracle"
"PRG","DMPRG","Perceptive"
"PRG","DMPRG","PerceptveSw"
"PRG","DMPRG","SAP"
"PRG","DMPRG","ShareFile"
"PRG","DMPRG","ThomsnRetrs"
"PRG","DMPRG","Veeva Sys"
"PRG","DMPRG","Vertafore"
"PRG","DMPRG","Worldox"
"PRG","DMPRG","Xerox"
"PRG","DMPRG","YSoft"
"PRG","DRPRG","Everbridge"
"PRG","DRPRG","HP"
"PRG","DRPRG","NetApp"
"PRG","DRPRG","Neverfail"
"PRG","DRPRG","Quest-sftwr"
"PRG","DRPRG","VMware"
"PRG","DSPRG","Accela"
"PRG","DSPRG","Accelrys"
"PRG","DSPRG","Accenture"
"PRG","DSPRG","Adobe"
"PRG","DSPRG","AgilenTech"
"PRG","DSPRG","Aldec"
"PRG","DSPRG","ALLDATA"
"PRG","DSPRG","Altair"
"PRG","DSPRG","Altium"
"PRG","DSPRG","Altova"
"PRG","DSPRG","ANSYS"
"PRG","DSPRG","Apache-Soft"
"PRG","DSPRG","Apple"
"PRG","DSPRG","APPLIED-SYS"
"PRG","DSPRG","Articulate"
"PRG","DSPRG","Aspose"
"PRG","DSPRG","Attivio"
"PRG","DSPRG","Audatex"
"PRG","DSPRG","AUTODESK"
"PRG","DSPRG","Autodesk"
"PRG","DSPRG","BENTLEY"
"PRG","DSPRG","Bentley"
"PRG","DSPRG","Blue-Marble"
"PRG","DSPRG","CampBrain"
"PRG","DSPRG","CampMinder"
"PRG","DSPRG","CGI"
"PRG","DSPRG","Cimatron"
"PRG","DSPRG","CNCSoft"
"PRG","DSPRG","Confirmit"
"PRG","DSPRG","CooprPwrSys"
"PRG","DSPRG","Corel"
"PRG","DSPRG","Coveo"
"PRG","DSPRG","CRYENGINE"
"PRG","DSPRG","DASSAULT"
"PRG","DSPRG","Dassault"
"PRG","DSPRG","Datasift"
"PRG","DSPRG","Delcam"
"PRG","DSPRG","DowJones"
"PRG","DSPRG","dSPACE"
"PRG","DSPRG","dtSearch"
"PRG","DSPRG","DundsDtaVis"
"PRG","DSPRG","EDS"
"PRG","DSPRG","Elstcsearch"
"PRG","DSPRG","ESRI"
"PRG","DSPRG","FumeFX"
"PRG","DSPRG","Globoforce"
"PRG","DSPRG","Gnip"
"PRG","DSPRG","GOOGLE"
"PRG","DSPRG","Google"
"PRG","DSPRG","Graphisoft"
"PRG","DSPRG","GumshoeKI"
"PRG","DSPRG","HP"
"PRG","DSPRG","HydroCAD"
"PRG","DSPRG","IBM"
"PRG","DSPRG","Innovyze"
"PRG","DSPRG","iRise"
"PRG","DSPRG","KeyShot"
"PRG","DSPRG","Lectora"
"PRG","DSPRG","Loftware"
"PRG","DSPRG","LttdGeogrph"
"PRG","DSPRG","LucidWorks"
"PRG","DSPRG","MAXON-COMP"
"PRG","DSPRG","McNeelNAmrc"
"PRG","DSPRG","Mentor"
"PRG","DSPRG","MICROSOFT"
"PRG","DSPRG","Microsoft"
"PRG","DSPRG","MSC"
"PRG","DSPRG","NAPATRACS"
"PRG","DSPRG","NatInstrmnt"
"PRG","DSPRG","NOVELL"
"PRG","DSPRG","NuanceComms"
"PRG","DSPRG","OCTanner"
"PRG","DSPRG","OmniGroup"
"PRG","DSPRG","OneShield"
"PRG","DSPRG","OptiTexIntl"
"PRG","DSPRG","Oracle"
"PRG","DSPRG","Paradigm"
"PRG","DSPRG","PitnyBwsSft"
"PRG","DSPRG","Pixar"
"PRG","DSPRG","PixelFarm"
"PRG","DSPRG","Pixologic"
"PRG","DSPRG","Presagis"
"PRG","DSPRG","PTC"
"PRG","DSPRG","Qualtrics"
"PRG","DSPRG","QUARK"
"PRG","DSPRG","Questionmrk"
"PRG","DSPRG","Quest-sftwr"
"PRG","DSPRG","RedGiant"
"PRG","DSPRG","SAP"
"PRG","DSPRG","Schlumbergr"
"PRG","DSPRG","SDL"
"PRG","DSPRG","Siemens"
"PRG","DSPRG","Silvaco"
"PRG","DSPRG","SnapSurveys"
"PRG","DSPRG","SolidCAM"
"PRG","DSPRG","Sony"
"PRG","DSPRG","SpaceClaim"
"PRG","DSPRG","SumTotalSys"
"PRG","DSPRG","SurveyGizmo"
"PRG","DSPRG","SurveyMnkey"
"PRG","DSPRG","Synopsys"
"PRG","DSPRG","Tebis"
"PRG","DSPRG","Tekla"
"PRG","DSPRG","ToonBoom"
"PRG","DSPRG","Topsy"
"PRG","DSPRG","TrimbleNav"
"PRG","DSPRG","Vertafore"
"PRG","DSPRG","Wimba"
"PRG","DSPRG","Xerox"
"PRG","DSPRG","Zuken"
"PRG","DTPRG","Adobe"
"PRG","DTPRG","ADPAC"
"PRG","DTPRG","AirWatch"
"PRG","DTPRG","Akamai"
"PRG","DTPRG","Amazon"
"PRG","DTPRG","Angular"
"PRG","DTPRG","Apache-Soft"
"PRG","DTPRG","Appceleratr"
"PRG","DTPRG","AppDynamics"
"PRG","DTPRG","Apple"
"PRG","DTPRG","Aptana"
"PRG","DTPRG","Atlassian"
"PRG","DTPRG","AtmtnAnywhr"
"PRG","DTPRG","Axure"
"PRG","DTPRG","Backbase"
"PRG","DTPRG","Badgeville"
"PRG","DTPRG","BORLAND"
"PRG","DTPRG","Borland"
"PRG","DTPRG","BrightEdge"
"PRG","DTPRG","BrightTALK"
"PRG","DTPRG","BrowsrStack"
"PRG","DTPRG","BULL"
"PRG","DTPRG","CA"
"PRG","DTPRG","Citrix"
"PRG","DTPRG","Clicktale"
"PRG","DTPRG","CodeIgniter"
"PRG","DTPRG","COGNOS"
"PRG","DTPRG","CollabNet"
"PRG","DTPRG","COMPILER"
"PRG","DTPRG","Compuware"
"PRG","DTPRG","CoverItLive"
"PRG","DTPRG","Coverity"
"PRG","DTPRG","CrazyEgg"
"PRG","DTPRG","Cucumber"
"PRG","DTPRG","Dell"
"PRG","DTPRG","Delphix"
"PRG","DTPRG","DevExpress"
"PRG","DTPRG","Docker"
"PRG","DTPRG","DocuSign"
"PRG","DTPRG","EasyMock"
"PRG","DTPRG","ECLIPSE"
"PRG","DTPRG","EMACS"
"PRG","DTPRG","EtQ"
"PRG","DTPRG","Formsite"
"PRG","DTPRG","Formstack"
"PRG","DTPRG","Google"
"PRG","DTPRG","HP"
"PRG","DTPRG","IBM"
"PRG","DTPRG","Inflectra"
"PRG","DTPRG","Informatica"
"PRG","DTPRG","InfoVista"
"PRG","DTPRG","Infragistic"
"PRG","DTPRG","Intuit"
"PRG","DTPRG","Janrain"
"PRG","DTPRG","Jenkins"
"PRG","DTPRG","Jetbrains"
"PRG","DTPRG","Jotform"
"PRG","DTPRG","KenticoSoft"
"PRG","DTPRG","LANSA"
"PRG","DTPRG","LAWSON"
"PRG","DTPRG","Liferay"
"PRG","DTPRG","MassRelevnc"
"PRG","DTPRG","MasterCtrl"
"PRG","DTPRG","MaxMind"
"PRG","DTPRG","McAfee"
"PRG","DTPRG","mendix"
"PRG","DTPRG","Micro-Focus"
"PRG","DTPRG","MICROSOFT"
"PRG","DTPRG","Microsoft"
"PRG","DTPRG","MobileIron"
"PRG","DTPRG","Neotys"
"PRG","DTPRG","NetSuite"
"PRG","DTPRG","New Relic"
"PRG","DTPRG","nextopia"
"PRG","DTPRG","Offerpop"
"PRG","DTPRG","OpenResty"
"PRG","DTPRG","OpinionLab"
"PRG","DTPRG","ORACLE"
"PRG","DTPRG","Oracle"
"PRG","DTPRG","Panaya"
"PRG","DTPRG","Parasoft"
"PRG","DTPRG","PERFORCE"
"PRG","DTPRG","PrfctoMbile"
"PRG","DTPRG","QNX SoftSys"
"PRG","DTPRG","qualaroo"
"PRG","DTPRG","questback"
"PRG","DTPRG","Quest-sftwr"
"PRG","DTPRG","Ranorex"
"PRG","DTPRG","RATIONAL"
"PRG","DTPRG","Red-Hat"
"PRG","DTPRG","Rocket Soft"
"PRG","DTPRG","RubyonRails"
"PRG","DTPRG","SAP"
"PRG","DTPRG","SeapineSoft"
"PRG","DTPRG","Selenium"
"PRG","DTPRG","Sencha"
"PRG","DTPRG","SERENA"
"PRG","DTPRG","Serena"
"PRG","DTPRG","ServiceNow"
"PRG","DTPRG","SmartBearSw"
"PRG","DTPRG","SOASTA"
"PRG","DTPRG","SYBASE"
"PRG","DTPRG","Sybase"
"PRG","DTPRG","Symantec"
"PRG","DTPRG","Symfony"
"PRG","DTPRG","SYNON"
"PRG","DTPRG","TechExcel"
"PRG","DTPRG","Telerik"
"PRG","DTPRG","Temenos"
"PRG","DTPRG","Tibco"
"PRG","DTPRG","TortoiseSVN"
"PRG","DTPRG","Tripwire"
"PRG","DTPRG","Unbounce"
"PRG","DTPRG","VMware"
"PRG","DTPRG","Watir"
"PRG","DTPRG","WavelnkCorp"
"PRG","DTPRG","WebCollage"
"PRG","DTPRG","WordStream"
"PRG","DTPRG","Worksoft"
"PRG","DTPRG","Wufoo"
"PRG","DTPRG","Xamarin"
"PRG","DTPRG","Yext"
"PRG","DTPRG","zoho"
"PRG","EDPRG","Blackboard"
"PRG","EDPRG","Callidus"
"PRG","EDPRG","Datatel"
"PRG","EDPRG","Desire2Lrn"
"PRG","EDPRG","Docebo"
"PRG","EDPRG","Edmodo"
"PRG","EDPRG","Ellucian"
"PRG","EDPRG","Haiku"
"PRG","EDPRG","Hobsons"
"PRG","EDPRG","Instructure"
"PRG","EDPRG","Moodle"
"PRG","EDPRG","Naviance"
"PRG","EDPRG","Oracle"
"PRG","EDPRG","Pearson Edu"
"PRG","EDPRG","Schoology"
"PRG","EDPRG","Skillsoft"
"PRG","EIPRG","IBM"
"PRG","EIPRG","ORACLE"
"PRG","EIPRG","OTHER"
"PRG","EIPRG","SAP"
"PRG","EIPRG","TIBCO"
"PRG","EIPRG","WEBMETHODS"
"PRG","EMPRG","1and1"
"PRG","EMPRG","AWeber"
"PRG","EMPRG","CITADEL"
"PRG","EMPRG","COMMTOUCH"
"PRG","EMPRG","ConstntCont"
"PRG","EMPRG","Courier"
"PRG","EMPRG","Dovecot"
"PRG","EMPRG","Echoworx"
"PRG","EMPRG","Eudora"
"PRG","EMPRG","EXIM"
"PRG","EMPRG","Experian"
"PRG","EMPRG","GODADDY"
"PRG","EMPRG","GOOGLE"
"PRG","EMPRG","hMailServer"
"PRG","EMPRG","Hostgator"
"PRG","EMPRG","IA MailServ"
"PRG","EMPRG","ICEWARP"
"PRG","EMPRG","MailChimp"
"PRG","EMPRG","MAILENABLE"
"PRG","EMPRG","McAfee"
"PRG","EMPRG","Merak"
"PRG","EMPRG","MERCURY"
"PRG","EMPRG","MICROSOFT"
"PRG","EMPRG","Microsoft"
"PRG","EMPRG","Mimecast"
"PRG","EMPRG","NetWin"
"PRG","EMPRG","Olark"
"PRG","EMPRG","OpenSource"
"PRG","EMPRG","Plesk"
"PRG","EMPRG","POSTFIX"
"PRG","EMPRG","Qmail"
"PRG","EMPRG","Qpopper"
"PRG","EMPRG","Responsys"
"PRG","EMPRG","Salesforce"
"PRG","EMPRG","Samba"
"PRG","EMPRG","SendGrid"
"PRG","EMPRG","SmarterMail"
"PRG","EMPRG","SnapEngage"
"PRG","EMPRG","Symantec"
"PRG","EMPRG","Tibco"
"PRG","EMPRG","University"
"PRG","EMPRG","Velaro"
"PRG","EMPRG","Vocus"
"PRG","EMPRG","XWALL"
"PRG","ERP","AGRESSO"
"PRG","ERP","SAGE"
"PRG","FWALL","Barracuda N"
"PRG","FWALL","CHECKPOINT"
"PRG","FWALL","Cisco"
"PRG","FWALL","Citrix"
"PRG","FWALL","Cyberoam"
"PRG","FWALL","D-LINK"
"PRG","FWALL","FireBrick"
"PRG","FWALL","Imperva"
"PRG","FWALL","SONICWALL"
"PRG","GEPRG","Enablon"
"PRG","GEPRG","Gensuite"
"PRG","GEPRG","Medgate"
"PRG","GEPRG","Verisae"
"PRG","GPPRG","Click"
"PRG","GPPRG","Corrigo"
"PRG","GPPRG","Fleetmatics"
"PRG","GPPRG","Geotab"
"PRG","GPPRG","Oracle"
"PRG","GPPRG","ServiceMax"
"PRG","GPPRG","ServicePowr"
"PRG","GPPRG","Telogis"
"PRG","GPPRG","TrimbleNav"
"PRG","GPPRG","WennSoft"
"PRG","HRERP","ACCPAC"
"PRG","HRERP","ADP"
"PRG","HRERP","IBM"
"PRG","HRERP","INTEGRAL"
"PRG","HRERP","LAWSON"
"PRG","HRERP","MICROSOFT"
"PRG","HRERP","ORACLE"
"PRG","HRERP","PEOPLESOFT"
"PRG","HRERP","ROSS"
"PRG","HRERP","SAGE"
"PRG","HRERP","SAP"
"PRG","HRERP","SSA"
"PRG","HRPRG","AcquireTM"
"PRG","HRPRG","ADP"
"PRG","HRPRG","AmicusAttrn"
"PRG","HRPRG","Ascentis"
"PRG","HRPRG","Asure Soft"
"PRG","HRPRG","Avature"
"PRG","HRPRG","BambooHR"
"PRG","HRPRG","Beeline"
"PRG","HRPRG","Bullhorn"
"PRG","HRPRG","Ceridian"
"PRG","HRPRG","CGI"
"PRG","HRPRG","Cluen"
"PRG","HRPRG","CONCUR"
"PRG","HRPRG","CORNERSTONE"
"PRG","HRPRG","EMC"
"PRG","HRPRG","ExactHire"
"PRG","HRPRG","Expensify"
"PRG","HRPRG","HireVue"
"PRG","HRPRG","HiringThing"
"PRG","HRPRG","HlthcrSourc"
"PRG","HRPRG","HRsmart"
"PRG","HRPRG","IBM"
"PRG","HRPRG","iCIMS"
"PRG","HRPRG","Infor"
"PRG","HRPRG","IntervwStrm"
"PRG","HRPRG","IssueTrak"
"PRG","HRPRG","JobDiva"
"PRG","HRPRG","Jobscience"
"PRG","HRPRG","Jobscore"
"PRG","HRPRG","Jobvite"
"PRG","HRPRG","Journyx"
"PRG","HRPRG","Kenexa"
"PRG","HRPRG","KRONOS"
"PRG","HRPRG","Kronos"
"PRG","HRPRG","Kwantek"
"PRG","HRPRG","LinkedIn"
"PRG","HRPRG","Meta4"
"PRG","HRPRG","myStaffgPro"
"PRG","HRPRG","NCR"
"PRG","HRPRG","Needles"
"PRG","HRPRG","NICESys"
"PRG","HRPRG","NOVAtime"
"PRG","HRPRG","ORACLE"
"PRG","HRPRG","Oracle"
"PRG","HRPRG","ownCloud"
"PRG","HRPRG","Paychex"
"PRG","HRPRG","Paycom"
"PRG","HRPRG","Paycor"
"PRG","HRPRG","Paylocity"
"PRG","HRPRG","PCrecruiter"
"PRG","HRPRG","PegaSys"
"PRG","HRPRG","PeopleAdmin"
"PRG","HRPRG","Pplfluent"
"PRG","HRPRG","PplMatter"
"PRG","HRPRG","Replicon"
"PRG","HRPRG","Resumator"
"PRG","HRPRG","Saba Soft"
"PRG","HRPRG","Sage"
"PRG","HRPRG","SAP"
"PRG","HRPRG","SilkRoad"
"PRG","HRPRG","SmrtRecrtrs"
"PRG","HRPRG","SOFTWARE+"
"PRG","HRPRG","SumTotalSys"
"PRG","HRPRG","SunGard"
"PRG","HRPRG","Synygy"
"PRG","HRPRG","ThmsnReutrs"
"PRG","HRPRG","TriNet"
"PRG","HRPRG","Ulti Soft"
"PRG","HRPRG","Workday"
"PRG","HRPRG","Xactly"
"PRG","HRPRG","ZipRecruitr"
"PRG","HRPRG","zoho"
"PRG","IAAS","1and1"
"PRG","IAAS","Amazon"
"PRG","IAAS","Apple"
"PRG","IAAS","AppSense"
"PRG","IAAS","Apptix"
"PRG","IAAS","Attach-WRQ"
"PRG","IAAS","BMC"
"PRG","IAAS","Brocade"
"PRG","IAAS","Cisco"
"PRG","IAAS","Citrix"
"PRG","IAAS","Confluence"
"PRG","IAAS","Contegix"
"PRG","IAAS","CyrusOne"
"PRG","IAAS","Datapipe"
"PRG","IAAS","Dedicated H"
"PRG","IAAS","Dell"
"PRG","IAAS","DigitlOcean"
"PRG","IAAS","DOSarrest"
"PRG","IAAS","DreamHost"
"PRG","IAAS","Dyn"
"PRG","IAAS","Egnyte"
"PRG","IAAS","EMC"
"PRG","IAAS","eNom"
"PRG","IAAS","Equinix"
"PRG","IAAS","Fastly Host"
"PRG","IAAS","Firehost"
